strain	accession	subtype	date	host	country	region	species	broad	order
A/chicken/Jiangxi/8591/2022	EPI2595601	H3N8	2022-02-19	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Kerala/CHCL1411100011/2014	EPI1889792	H3N8	2014-11-28	Avian	India	South Asia	Chicken	chicken	Galliformes
A/chicken/Korea/LPM03/2004	EPI127267	H3N2	2004-01-01	Avian	South Korea	Japan Korea	Chicken	chicken	Galliformes
A/chicken/Korea/LPM17/2004	EPI127271	H3N2	2004-01-01	Avian	South Korea	Japan Korea	Chicken	chicken	Galliformes
A/chicken/Korea/LPM43/2005	EU301422	H3N2	2005-01-01	Avian	South Korea	Japan Korea	Chicken	chicken	Galliformes
A/chicken/Korea/LPM44/2005	EU301423	H3N2	2005-01-01	Avian	South Korea	Japan Korea	Chicken	chicken	Galliformes
A/chicken/Korea/LPM61/2005	EU301425	H3N2	2005-01-01	Avian	South Korea	Japan Korea	Chicken	chicken	Galliformes
A/chicken/Korea/LPM67/2006	EPI127295	H3N2	2006-01-01	Avian	South Korea	Japan Korea	Chicken	chicken	Galliformes
A/chicken/Korea/LPM88/2006	EU301429	H3N2	2006-01-01	Avian	South Korea	Japan Korea	Chicken	chicken	Galliformes
A/chicken/Korea/S6/03	EPI25963	H3N2	2003-01-01	Avian	South Korea	Japan Korea	Chicken	chicken	Galliformes
A/chicken/Laos/A0573/2007	CY040964	H3N8	2007-01-01	Avian	Laos	Southeast Asia	Chicken	chicken	Galliformes
A/Chicken/Nanchang/1-020/2001	AY180887	H3N6	2001-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/Chicken/Nanchang/1-101/2001	AY180893	H3N6	2001-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/Chicken/Nanchang/12-220/2000	AY180859	H3N6	2000-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/Chicken/Nanchang/12-301/2000	AY180861	H3N6	2000-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/Chicken/Nanchang/2-120/2001	AY180847	H3N6	2001-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/Chicken/Nanchang/2-220/2001	AY180886	H3N6	2001-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Nanchang/3-120/2001	AY180871	H3N2	2001-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Nanchang/3-201/01	AY180872	H3N6	2001-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Nanchang/7-010/2000	CY005452	H3N6	2000-07-09	Avian	China	China	Chicken	chicken	Galliformes
A/Chicken/Nanchang/9-220/2000	AY180846	H3N6	2000-XX-XX	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Nanjing/B854-2/2011	KU158932	H3N8	2011-07-01	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/NY/11602-12/1998	EPI158892	H3N2	1998-01-01	Avian	Usa	North America	Chicken	chicken	Galliformes
A/chicken/Pakistan/NARC-16945/2010	EPI354434	H3N1	2010-01-25	Avian	Pakistan	West Asia	Chicken	chicken	Galliformes
A/chicken/Shanghai/LPM2/2013	KM222546	H3N2	2013-08-15	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/1/2022	OQ292707	H3N8	2022-01-06	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/1667/2022	OQ292715	H3N8	2022-04-14	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/1709/2022	OQ292723	H3N8	2022-04-14	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/1715/2022	OQ292731	H3N8	2022-04-14	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/173/2022	OQ292739	H3N8	2022-01-12	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/175/2022	OQ292747	H3N8	2022-01-12	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/191/2022	OQ292755	H3N8	2022-01-12	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/196/2022	OQ292763	H3N8	2022-01-12	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/41/2022	OQ292771	H3N8	2022-01-06	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/42/2022	OQ292779	H3N8	2022-01-06	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4367/2021	OQ292787	H3N8	2021-07-28	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4421/2021	OQ292795	H3N8	2021-07-28	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4422/2021	OQ292803	H3N8	2021-07-28	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4424/2021	OQ292811	H3N8	2021-07-28	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4425/2021	OQ292819	H3N8	2021-07-28	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4427/2021	OQ292827	H3N8	2021-07-28	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4428/2021	OQ292835	H3N8	2021-07-28	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4450/2021	OQ292843	H3N8	2021-07-28	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4501/2021	OQ292851	H3N8	2021-08-04	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4541/2021	OQ292859	H3N8	2021-08-04	Avian	China	China	Chicken	chicken	Galliformes
A/chicken/Shantou/4599/2021	OQ292867	H3N8	2021-08-04	Avian	China	China	Chicken	chicken	Galliformes
